user_id,timestamp,ip_address,geo_location,device_type,browser,login_method,login_success,session_duration,is_suspicious,hour,day_of_week
user_2,2023-12-10 09:29:57,168.237.114.42,Germany,Linux,Edge,Password,0,0.0,0,9,6
user_29,2023-12-10 09:31:57,30.89.158.254,USA,Linux,Chrome,Password,1,51.37,0,9,6
user_11,2023-12-10 09:40:14,27.54.242.198,Brazil,Android,Chrome,2FA,1,134.06,0,9,6
user_33,2023-12-10 09:44:47,29.61.102.13,UAE,Linux,Chrome,SSO,1,336.28,0,9,6
user_48,2023-12-10 09:46:13,118.238.225.204,Australia,iPhone,Firefox,Password,1,324.8,0,9,6
user_9,2023-12-10 09:50:42,164.7.78.154,Australia,Windows,Chrome,Password,1,303.21,0,9,6
user_26,2023-12-10 09:52:49,36.160.71.168,India,Android,Edge,SSO,1,194.33,0,9,6
user_41,2023-12-10 09:53:27,193.248.243.75,Germany,Mac,Edge,Password,1,7.49,0,9,6
user_47,2023-12-10 09:54:54,193.84.241.7,Australia,iPhone,Chrome,Biometric,1,12.55,0,9,6
user_2,2023-12-10 09:56:10,199.105.228.71,Germany,Windows,Brave,Password,1,684.73,0,9,6
user_22,2023-12-10 09:58:50,96.115.229.159,USA,Linux,Edge,2FA,1,4.01,0,9,6
user_13,2023-12-10 10:07:43,28.3.78.250,USA,Linux,Brave,2FA,0,0.0,0,10,6
user_42,2023-12-10 10:10:50,222.246.229.65,Germany,Windows,Edge,Biometric,1,507.94,0,10,6
user_45,2023-12-10 10:31:48,69.219.206.59,Brazil,Linux,Firefox,Biometric,1,75.7,0,10,6
user_20,2023-12-10 10:33:32,202.127.242.147,Japan,Mac,Firefox,Biometric,1,920.08,0,10,6
user_34,2023-12-10 11:01:11,212.109.150.169,Germany,Android,Safari,Password,1,502.04,0,11,6
user_42,2023-12-10 11:03:15,8.87.67.12,Japan,Windows,Chrome,SSO,1,1209.66,0,11,6
user_20,2023-12-10 11:15:18,195.0.222.4,Germany,Android,Chrome,2FA,0,0.0,0,11,6
user_29,2023-12-10 11:32:10,174.225.242.70,Japan,iPhone,Firefox,Password,1,319.6,0,11,6
user_19,2023-12-10 11:32:21,27.162.94.145,Brazil,Android,Safari,SSO,1,42.1,0,11,6
user_36,2023-12-10 11:33:29,195.87.74.229,USA,Windows,Brave,Password,1,17.34,0,11,6
user_6,2023-12-10 11:45:20,219.18.105.96,Germany,Android,Edge,Password,1,318.93,0,11,6
user_1,2023-12-10 11:47:45,217.120.130.80,Brazil,iPhone,Edge,SSO,0,0.0,0,11,6
user_37,2023-12-10 11:51:21,205.105.173.83,Russia,iPhone,Brave,Password,1,893.44,0,11,6
user_37,2023-12-10 12:12:13,215.48.134.138,Australia,Mac,Brave,Password,1,205.7,0,12,6
user_11,2023-12-10 12:16:43,50.85.27.183,UAE,iPhone,Safari,Password,1,349.16,0,12,6
user_16,2023-12-10 12:23:22,193.236.14.162,Japan,Android,Firefox,Password,1,417.3,0,12,6
user_6,2023-12-10 12:36:52,144.125.138.25,Australia,iPhone,Chrome,Password,1,47.18,0,12,6
user_20,2023-12-10 12:56:13,141.222.57.136,UAE,Android,Edge,Password,1,608.42,0,12,6
user_32,2023-12-10 13:03:23,149.198.214.15,Germany,Android,Edge,Password,1,832.02,0,13,6
user_39,2023-12-10 13:44:09,118.183.64.248,Australia,Linux,Brave,2FA,1,599.42,0,13,6
user_43,2023-12-10 13:47:24,89.237.11.201,Australia,Android,Firefox,Password,1,36.29,0,13,6
user_46,2023-12-10 13:47:29,47.101.169.80,Russia,Android,Brave,SSO,1,176.3,0,13,6
user_4,2023-12-10 13:51:34,121.40.217.97,India,Windows,Firefox,Password,1,190.38,0,13,6
user_6,2023-12-10 13:59:30,104.165.228.38,Russia,Android,Chrome,Password,1,57.5,0,13,6
user_26,2023-12-10 14:24:03,136.174.127.192,UAE,Android,Edge,Password,1,737.94,0,14,6
user_26,2023-12-10 14:27:22,151.184.219.51,India,Windows,Chrome,Password,1,148.32,0,14,6
user_15,2023-12-10 15:04:31,212.16.120.67,USA,Android,Safari,Password,1,20.81,0,15,6
user_24,2023-12-10 15:04:46,3.133.48.185,Germany,iPhone,Firefox,2FA,1,476.59,0,15,6
user_18,2023-12-10 15:12:20,76.151.181.205,USA,Windows,Safari,Password,1,119.34,0,15,6
user_15,2023-12-10 15:12:34,147.233.105.62,India,Linux,Firefox,Password,1,337.31,0,15,6
user_5,2023-12-10 15:17:13,197.179.205.71,UAE,Windows,Safari,Password,1,530.82,0,15,6
user_12,2023-12-10 15:24:12,121.28.195.19,Brazil,Android,Chrome,Password,1,611.85,0,15,6
user_4,2023-12-10 15:33:55,73.249.236.254,India,Mac,Firefox,Password,1,185.29,0,15,6
user_47,2023-12-10 15:43:20,12.212.198.105,Russia,iPhone,Brave,Password,1,17.41,0,15,6
user_33,2023-12-10 15:45:23,213.135.210.240,Brazil,Android,Chrome,Password,1,340.43,0,15,6
user_10,2023-12-10 15:54:15,105.169.197.132,Japan,Android,Chrome,Password,1,461.38,0,15,6
user_34,2023-12-10 15:58:27,11.41.18.100,Japan,Linux,Firefox,Password,1,57.58,0,15,6
user_39,2023-12-10 15:59:56,154.218.87.57,Brazil,Windows,Chrome,SSO,1,340.99,0,15,6
user_36,2023-12-10 16:43:04,162.208.160.160,Japan,iPhone,Firefox,Password,1,2.77,0,16,6
user_9,2023-12-10 16:44:33,148.109.253.113,Japan,Android,Edge,Password,1,53.39,0,16,6
user_11,2023-12-10 16:50:51,55.155.140.133,USA,Windows,Safari,SSO,1,78.95,0,16,6
user_49,2023-12-10 16:53:54,145.197.196.157,USA,Linux,Firefox,Password,1,275.32,0,16,6
user_34,2023-12-10 17:13:26,153.103.57.175,India,Linux,Edge,2FA,1,37.66,0,17,6
user_50,2023-12-10 17:33:05,216.143.109.241,UAE,iPhone,Firefox,Password,1,325.62,0,17,6
user_26,2023-12-10 17:50:45,53.194.30.183,Japan,Linux,Chrome,Password,1,250.26,0,17,6
user_25,2023-12-10 18:02:17,222.175.242.73,Russia,Mac,Safari,SSO,1,155.81,0,18,6
user_17,2023-12-10 18:13:35,122.217.62.220,India,Linux,Firefox,Password,1,91.98,0,18,6
user_48,2023-12-10 18:16:18,161.132.93.120,India,Android,Chrome,Password,1,61.79,0,18,6
user_17,2023-12-10 18:21:47,142.74.145.92,North Korea,iPhone,Chrome,Password,1,977.75,1,18,6
user_31,2023-12-10 18:33:03,206.200.219.113,Russia,iPhone,Firefox,2FA,1,432.71,0,18,6
user_30,2023-12-10 18:47:32,194.238.42.195,Brazil,Android,Safari,Password,1,202.19,0,18,6
user_30,2023-12-10 18:48:58,202.227.229.247,Germany,Windows,Brave,SSO,1,452.34,0,18,6
user_50,2023-12-10 19:10:32,219.140.228.205,UAE,iPhone,Safari,Password,1,130.38,0,19,6
user_47,2023-12-10 19:16:10,118.154.224.191,Russia,Android,Chrome,Password,1,162.37,0,19,6
user_45,2023-12-10 19:17:23,126.174.112.80,Brazil,Linux,Safari,SSO,1,191.08,0,19,6
user_36,2023-12-10 19:36:47,126.224.28.220,USA,Mac,Brave,SSO,1,105.4,0,19,6
user_12,2023-12-10 19:42:10,194.197.80.91,UAE,iPhone,Brave,Password,1,134.47,0,19,6
user_43,2023-12-10 19:44:07,116.169.167.137,Germany,Windows,Safari,Password,0,0.0,0,19,6
user_48,2023-12-10 19:45:48,72.115.239.233,Germany,Windows,Brave,Password,1,446.8,0,19,6
user_10,2023-12-10 19:49:44,143.124.89.151,Russia,Mac,Firefox,Password,1,242.3,0,19,6
user_30,2023-12-10 19:54:47,220.177.88.248,Russia,Linux,Edge,Biometric,1,30.73,0,19,6
user_33,2023-12-10 20:03:39,215.151.172.89,India,Linux,Firefox,Password,1,1094.21,0,20,6
user_37,2023-12-10 20:15:21,215.132.55.235,Germany,Android,Firefox,2FA,1,77.43,0,20,6
user_22,2023-12-10 20:19:34,178.48.102.136,USA,iPhone,Chrome,SSO,1,252.59,0,20,6
user_33,2023-12-10 20:24:24,215.95.132.190,UAE,Android,Edge,Password,1,84.49,0,20,6
user_24,2023-12-10 20:34:21,5.144.219.75,USA,Windows,Safari,Password,1,132.86,0,20,6
user_14,2023-12-10 20:41:06,123.215.137.227,Russia,iPhone,Edge,Biometric,1,251.76,0,20,6
user_40,2023-12-10 20:45:08,217.204.138.203,UAE,Windows,Edge,Password,1,783.14,0,20,6
user_37,2023-12-10 21:00:50,202.168.146.12,Japan,Linux,Brave,2FA,1,321.54,0,21,6
user_25,2023-12-10 21:01:27,207.177.83.182,UAE,iPhone,Chrome,SSO,0,0.0,0,21,6
user_6,2023-12-10 21:01:57,190.18.212.64,USA,Linux,Edge,2FA,1,288.46,0,21,6
user_19,2023-12-10 21:05:10,64.19.19.127,Japan,Mac,Edge,Password,1,147.1,0,21,6
user_7,2023-12-10 21:15:11,195.56.22.111,Germany,iPhone,Brave,Password,1,559.53,0,21,6
user_44,2023-12-10 21:19:32,27.187.71.35,Brazil,iPhone,Brave,Password,1,353.02,0,21,6
user_26,2023-12-10 21:19:57,21.100.19.155,Japan,Android,Chrome,Password,1,104.59,0,21,6
user_25,2023-12-10 21:22:47,133.123.176.230,Australia,Mac,Edge,SSO,1,147.39,0,21,6
user_12,2023-12-10 21:24:46,179.72.162.74,India,Linux,Chrome,2FA,1,373.63,0,21,6
user_46,2023-12-10 21:25:36,109.117.19.109,UAE,Windows,Safari,Password,1,76.42,0,21,6
user_4,2023-12-10 21:29:10,175.49.254.26,Australia,Mac,Safari,Password,1,108.14,0,21,6
user_26,2023-12-10 21:43:33,222.71.13.250,UAE,iPhone,Safari,Password,1,292.19,0,21,6
user_23,2023-12-10 21:47:00,30.219.241.195,Brazil,Mac,Edge,Password,1,213.86,0,21,6
user_37,2023-12-10 21:48:04,87.99.2.112,UAE,Linux,Chrome,SSO,1,264.83,0,21,6
user_6,2023-12-10 22:05:33,212.157.202.239,India,iPhone,Firefox,Biometric,1,209.11,0,22,6
user_21,2023-12-10 22:08:05,123.29.90.8,Germany,Android,Edge,Password,1,279.77,0,22,6
user_18,2023-12-10 22:14:13,178.88.123.180,Russia,Linux,Chrome,Password,0,0.0,1,22,6
user_48,2023-12-10 22:24:50,33.103.205.156,UAE,Android,Brave,Password,1,422.12,0,22,6
user_46,2023-12-10 22:30:57,199.194.160.249,Japan,Android,Firefox,Password,1,187.08,0,22,6
user_8,2023-12-10 22:49:42,61.104.158.126,Germany,Mac,Chrome,Password,0,0.0,0,22,6
user_48,2023-12-10 22:57:50,58.24.184.158,USA,Android,Safari,Password,1,136.35,0,22,6
user_41,2023-12-10 23:00:32,50.203.96.171,Japan,Android,Brave,Password,1,279.95,0,23,6
user_36,2023-12-10 23:04:36,19.19.37.189,Japan,Linux,Firefox,Password,1,210.51,0,23,6
user_1,2023-12-10 23:10:04,100.186.185.110,Brazil,iPhone,Edge,Password,1,270.16,0,23,6
user_24,2023-12-10 23:15:56,110.206.202.98,UAE,Linux,Edge,Password,1,673.56,0,23,6
user_5,2023-12-10 23:24:56,97.198.170.222,USA,Windows,Edge,SSO,1,242.96,0,23,6
user_10,2023-12-10 23:30:18,222.129.7.247,Russia,Android,Safari,Password,1,36.56,0,23,6
user_37,2023-12-10 23:40:22,4.62.6.215,Germany,Windows,Edge,Password,1,74.22,0,23,6
user_49,2023-12-10 23:41:49,63.141.20.158,Japan,Linux,Safari,Biometric,1,23.09,0,23,6
user_28,2023-12-10 23:42:35,122.159.93.238,Japan,iPhone,Safari,Password,1,187.08,0,23,6
user_20,2023-12-10 23:45:40,28.75.88.149,Australia,Windows,Safari,Password,1,809.93,0,23,6
user_26,2023-12-10 23:46:03,192.23.82.156,Germany,Android,Brave,Password,1,23.7,0,23,6
user_5,2023-12-10 23:46:38,164.196.114.71,Russia,Android,Safari,2FA,1,504.16,0,23,6
user_18,2023-12-10 23:46:52,198.208.17.150,UAE,Mac,Brave,Password,1,816.82,0,23,6
user_24,2023-12-10 23:51:41,144.45.146.53,India,Mac,Edge,Password,1,9.79,0,23,6
user_4,2023-12-10 23:59:52,184.240.86.149,USA,Android,Firefox,Password,1,230.14,0,23,6
user_11,2023-12-11 00:06:23,20.195.57.72,Brazil,Android,Edge,Password,1,342.38,0,0,0
user_45,2023-12-11 00:13:05,191.217.183.128,UAE,Mac,Firefox,Password,1,41.17,0,0,0
user_50,2023-12-11 00:22:04,172.97.18.86,Russia,Mac,Firefox,Password,1,15.39,0,0,0
user_48,2023-12-11 00:23:34,173.179.91.42,UAE,Mac,Chrome,Biometric,1,597.28,0,0,0
user_28,2023-12-11 00:25:28,166.236.48.114,USA,Linux,Edge,Password,1,512.56,0,0,0
user_25,2023-12-11 00:27:12,32.255.71.174,Russia,Android,Firefox,SSO,1,313.69,0,0,0
user_46,2023-12-11 00:29:41,192.13.149.57,UAE,iPhone,Firefox,Password,0,0.0,0,0,0
user_38,2023-12-11 00:34:32,178.83.75.144,Japan,iPhone,Edge,Password,1,124.0,0,0,0
user_1,2023-12-11 00:51:46,144.206.232.234,India,Linux,Chrome,2FA,1,451.56,0,0,0
user_11,2023-12-11 01:27:45,216.238.95.135,Russia,Windows,Firefox,2FA,1,170.1,0,1,0
user_8,2023-12-11 01:32:23,114.229.147.173,USA,Mac,Chrome,Password,1,103.9,0,1,0
user_8,2023-12-11 01:36:58,107.177.25.221,USA,Android,Chrome,Password,1,28.64,0,1,0
user_19,2023-12-11 02:00:57,162.137.116.89,USA,Windows,Edge,2FA,1,71.83,0,2,0
user_21,2023-12-11 02:05:34,214.52.114.15,Japan,iPhone,Chrome,Password,1,326.43,0,2,0
user_30,2023-12-11 02:19:52,195.213.174.102,India,Linux,Chrome,Password,1,35.5,0,2,0
user_25,2023-12-11 02:27:05,223.244.140.48,Brazil,iPhone,Edge,Password,1,331.28,0,2,0
user_39,2023-12-11 02:34:26,130.80.140.230,Russia,Windows,Chrome,Password,1,54.56,0,2,0
user_43,2023-12-11 02:38:04,209.14.206.167,UAE,iPhone,Brave,2FA,1,556.85,0,2,0
user_10,2023-12-11 02:59:53,222.44.76.55,UAE,Linux,Edge,2FA,1,756.24,0,2,0
user_39,2023-12-11 03:19:29,217.133.232.171,Japan,Mac,Brave,Password,1,14.08,0,3,0
user_5,2023-12-11 03:30:48,19.228.203.153,USA,Android,Chrome,Password,1,82.16,0,3,0
user_34,2023-12-11 03:40:12,215.53.12.245,Australia,iPhone,Firefox,Password,1,99.93,0,3,0
user_49,2023-12-11 03:54:56,194.249.14.37,India,Mac,Chrome,2FA,1,42.95,0,3,0
user_25,2023-12-11 03:55:45,178.49.34.51,Germany,Windows,Chrome,Password,1,1365.52,0,3,0
user_6,2023-12-11 04:02:24,61.80.222.52,USA,Linux,Safari,Password,1,80.63,0,4,0
user_38,2023-12-11 04:19:27,217.109.6.190,USA,Mac,Safari,Password,1,146.47,0,4,0
user_18,2023-12-11 04:21:46,24.110.50.10,Australia,iPhone,Chrome,Password,1,328.27,0,4,0
user_34,2023-12-11 04:29:35,77.28.254.107,India,Windows,Safari,Password,1,337.94,0,4,0
user_21,2023-12-11 04:35:16,157.106.246.22,Russia,Android,Firefox,2FA,1,205.97,0,4,0
user_27,2023-12-11 04:51:56,214.225.45.158,India,iPhone,Edge,Password,1,73.69,0,4,0
user_7,2023-12-11 04:58:08,191.178.30.186,Australia,iPhone,Brave,Password,1,505.22,0,4,0
user_38,2023-12-11 05:09:00,118.60.115.184,India,Linux,Firefox,Password,1,602.03,0,5,0
user_33,2023-12-11 05:10:22,203.250.0.229,Japan,Linux,Safari,SSO,1,20.09,0,5,0
user_2,2023-12-11 05:29:21,157.152.252.207,Australia,Mac,Safari,SSO,1,92.76,0,5,0
user_24,2023-12-11 05:30:22,167.28.126.248,USA,Android,Safari,2FA,0,0.0,0,5,0
user_24,2023-12-11 05:39:03,3.217.185.110,Germany,Mac,Edge,Password,1,228.0,0,5,0
user_26,2023-12-11 05:40:24,195.48.112.46,Australia,iPhone,Edge,Password,1,266.61,0,5,0
user_21,2023-12-11 05:46:22,136.213.3.37,Germany,Windows,Edge,SSO,0,0.0,0,5,0
user_8,2023-12-11 05:49:09,201.180.247.128,USA,Android,Brave,SSO,1,173.68,0,5,0
user_13,2023-12-11 05:52:48,198.155.49.140,Russia,iPhone,Safari,SSO,0,0.0,1,5,0
user_9,2023-12-11 05:53:55,84.50.242.54,Australia,Windows,Edge,Biometric,1,39.07,0,5,0
user_27,2023-12-11 06:06:12,144.123.192.235,Russia,Linux,Chrome,2FA,1,467.65,0,6,0
user_28,2023-12-11 06:06:37,214.133.104.173,Russia,Mac,Firefox,Password,1,127.31,0,6,0
user_49,2023-12-11 06:15:07,223.210.168.197,Germany,iPhone,Firefox,Password,1,262.54,0,6,0
user_14,2023-12-11 06:20:26,4.46.245.204,Brazil,iPhone,Safari,SSO,0,0.0,0,6,0
user_42,2023-12-11 06:21:43,181.18.37.55,Russia,Linux,Safari,Password,0,0.0,0,6,0
user_27,2023-12-11 06:27:49,169.8.116.2,USA,Mac,Brave,SSO,1,468.92,0,6,0
user_50,2023-12-11 06:32:08,207.1.117.179,Brazil,Android,Brave,Password,1,94.79,0,6,0
user_21,2023-12-11 06:34:39,194.163.234.67,Germany,Mac,Safari,Biometric,1,340.59,0,6,0
user_28,2023-12-11 06:40:14,162.206.63.127,Russia,Mac,Edge,SSO,1,197.33,0,6,0
user_40,2023-12-11 07:02:41,202.148.65.233,Japan,Windows,Edge,2FA,1,37.52,0,7,0
user_45,2023-12-11 07:09:16,2.16.108.55,India,Mac,Firefox,Password,1,755.97,0,7,0
user_39,2023-12-11 07:32:12,195.144.220.252,Russia,Linux,Safari,2FA,1,26.91,0,7,0
user_28,2023-12-11 07:37:12,46.66.65.155,USA,iPhone,Chrome,2FA,1,4.51,0,7,0
user_34,2023-12-11 07:40:37,28.169.134.45,Germany,iPhone,Firefox,SSO,1,1.51,0,7,0
user_32,2023-12-11 07:41:16,103.240.228.246,UAE,Windows,Edge,Password,1,322.68,0,7,0
user_48,2023-12-11 07:55:54,64.131.105.207,Brazil,Linux,Firefox,RetinaScan,1,168.54,1,7,0
user_11,2023-12-11 08:03:03,218.197.254.199,Japan,iPhone,Brave,Password,1,237.96,0,8,0
user_44,2023-12-11 08:16:11,162.148.136.133,Germany,iPhone,Edge,Password,1,221.36,0,8,0
user_47,2023-12-11 08:35:47,187.211.167.127,Russia,Android,Edge,Password,1,131.45,0,8,0
user_4,2023-12-11 08:41:25,194.123.220.219,Brazil,Linux,Edge,2FA,0,0.0,0,8,0
user_22,2023-12-11 08:45:52,208.182.116.150,Australia,Linux,Brave,2FA,1,60.39,0,8,0
user_9,2023-12-11 08:52:58,168.46.8.6,India,Linux,Edge,2FA,1,252.73,0,8,0
user_46,2023-12-11 09:05:16,219.241.57.212,Japan,Linux,Firefox,Password,0,0.0,0,9,0
user_20,2023-12-11 09:09:21,144.57.126.190,USA,Linux,Safari,Password,1,215.69,0,9,0
user_19,2023-12-11 09:16:34,53.0.192.200,USA,Android,Firefox,Password,1,1051.22,0,9,0
user_14,2023-12-11 09:18:47,196.171.62.233,Australia,Mac,Firefox,SSO,1,321.11,0,9,0
user_41,2023-12-11 09:18:48,218.254.169.50,Russia,iPhone,Brave,2FA,1,25.31,0,9,0
user_41,2023-12-11 09:27:48,195.148.52.235,UAE,Linux,Safari,SSO,0,0.0,0,9,0
user_6,2023-12-11 09:47:20,156.184.72.30,Russia,Android,Safari,Password,1,266.99,0,9,0
user_50,2023-12-11 10:04:52,166.97.149.7,India,Windows,Safari,Password,1,24.2,0,10,0
user_43,2023-12-11 10:28:15,216.104.154.2,Brazil,Linux,Firefox,Password,1,272.54,0,10,0
user_24,2023-12-11 10:28:17,194.59.44.195,India,Linux,Safari,Password,1,20.81,0,10,0
user_21,2023-12-11 10:55:42,199.220.59.138,Germany,Windows,Firefox,Biometric,1,272.95,0,10,0
user_20,2023-12-11 11:16:06,214.27.1.121,UAE,Android,Firefox,Password,1,766.99,0,11,0
user_19,2023-12-11 11:17:23,193.248.89.225,Australia,Windows,Chrome,Password,1,108.39,0,11,0
user_37,2023-12-11 11:19:13,151.255.174.180,Germany,Linux,Chrome,SSO,1,1895.64,0,11,0
user_13,2023-12-11 11:21:38,202.82.40.214,Japan,Android,Safari,2FA,1,561.48,0,11,0
user_8,2023-12-11 11:24:30,154.238.0.245,USA,iPhone,Chrome,Biometric,1,388.35,0,11,0
user_37,2023-12-11 11:33:25,206.247.85.237,Brazil,Mac,Brave,Password,1,219.53,0,11,0
user_8,2023-12-11 11:38:37,216.42.157.250,USA,Linux,Chrome,Password,1,61.59,0,11,0
user_9,2023-12-11 11:45:48,144.167.158.30,India,Windows,Safari,SSO,1,264.1,0,11,0
user_13,2023-12-11 11:55:44,168.229.60.92,India,iPhone,Edge,2FA,1,40.28,0,11,0
user_13,2023-12-11 12:06:22,37.187.234.93,Brazil,Linux,Chrome,Password,1,136.26,0,12,0
user_14,2023-12-11 12:23:56,221.91.57.117,Japan,Mac,Chrome,SSO,1,86.27,0,12,0
user_34,2023-12-11 12:36:59,210.99.197.95,Brazil,Windows,Firefox,Password,1,651.41,0,12,0
user_44,2023-12-11 12:55:01,123.171.3.124,India,Linux,Edge,Password,1,603.37,0,12,0
user_36,2023-12-11 12:56:28,211.24.98.143,Germany,Windows,Chrome,SSO,1,85.91,0,12,0
user_32,2023-12-11 12:57:10,30.57.160.200,Germany,Mac,Firefox,Password,1,194.07,0,12,0
user_37,2023-12-11 13:01:31,131.233.134.208,USA,Linux,Chrome,Password,1,204.04,0,13,0
user_24,2023-12-11 13:09:59,218.55.167.231,USA,Mac,Chrome,Password,0,0.0,0,13,0
user_10,2023-12-11 13:19:55,166.241.70.45,India,iPhone,Firefox,2FA,1,232.46,0,13,0
user_31,2023-12-11 13:21:06,200.118.60.49,India,iPhone,Chrome,Password,1,636.41,0,13,0
user_17,2023-12-11 13:22:12,176.204.172.181,Australia,Linux,Brave,Password,1,12.18,0,13,0
user_49,2023-12-11 13:25:19,131.146.55.202,Australia,Android,Chrome,Password,1,17.04,0,13,0
user_42,2023-12-11 13:27:14,217.211.138.234,Germany,Linux,Chrome,Password,1,713.33,0,13,0
user_8,2023-12-11 13:33:06,109.4.19.15,Germany,Android,Safari,Password,1,242.23,0,13,0
user_34,2023-12-11 13:40:10,114.5.217.108,Australia,Mac,Safari,2FA,1,99.61,0,13,0
user_4,2023-12-11 14:00:42,168.27.46.20,UAE,Linux,Brave,Password,1,1.52,0,14,0
user_33,2023-12-11 14:09:30,33.110.63.72,India,iPhone,Brave,SSO,1,389.55,0,14,0
user_49,2023-12-11 14:14:45,49.134.223.8,UAE,Android,Firefox,Password,1,7.85,0,14,0
user_11,2023-12-11 14:17:49,137.75.78.211,USA,UnknownDeviceX,UnknownBrowserY,Password,1,68.62,1,14,0
user_46,2023-12-11 14:22:16,13.36.125.224,India,Linux,Firefox,Password,1,686.6,0,14,0
user_39,2023-12-11 14:49:47,111.22.196.74,Brazil,Mac,Firefox,SSO,0,0.0,0,14,0
user_20,2023-12-11 14:52:42,199.156.32.234,Japan,Mac,Edge,Biometric,1,161.44,0,14,0
user_42,2023-12-11 15:21:19,216.227.172.113,Japan,Linux,Firefox,Biometric,1,66.34,0,15,0
user_21,2023-12-11 15:21:46,139.63.48.147,UAE,Linux,Edge,Password,1,275.66,0,15,0
user_33,2023-12-11 15:25:22,131.216.159.120,Australia,Android,Safari,Password,1,1014.61,0,15,0
user_34,2023-12-11 15:33:32,136.48.62.211,India,Windows,Firefox,Password,1,32.56,0,15,0
user_32,2023-12-11 15:34:42,116.180.238.129,Russia,iPhone,Edge,Password,1,349.71,0,15,0
user_34,2023-12-11 15:40:25,166.249.147.61,USA,iPhone,Chrome,Password,1,295.24,0,15,0
user_24,2023-12-11 15:45:13,219.220.96.45,Australia,Mac,Edge,Password,1,245.37,0,15,0
user_14,2023-12-11 15:50:51,125.194.155.124,Brazil,Android,Safari,Password,1,150.39,0,15,0
user_18,2023-12-11 15:52:09,144.213.53.62,USA,Windows,Edge,Password,1,90.11,0,15,0
user_49,2023-12-11 15:59:03,174.126.31.200,Japan,Android,Safari,Password,1,153.24,0,15,0
user_10,2023-12-11 16:26:13,46.201.91.175,Brazil,Android,Chrome,Biometric,1,103.29,0,16,0
user_16,2023-12-11 16:31:50,166.44.249.44,Brazil,Linux,Edge,Password,1,140.31,0,16,0
user_30,2023-12-11 16:32:09,146.120.186.121,USA,Android,Safari,Biometric,1,118.46,0,16,0
user_38,2023-12-11 16:32:22,12.28.252.141,Germany,Linux,Chrome,Password,1,189.65,0,16,0
user_38,2023-12-11 16:50:41,203.23.106.44,UAE,Windows,Firefox,Password,1,141.9,0,16,0
user_37,2023-12-11 16:53:58,177.22.218.169,India,Android,Safari,Password,1,621.01,0,16,0
user_15,2023-12-11 16:57:27,190.71.51.16,Germany,Linux,Firefox,SSO,1,75.12,0,16,0
user_38,2023-12-11 17:05:27,223.164.58.109,USA,Mac,Brave,Password,1,318.23,0,17,0
user_18,2023-12-11 17:12:09,203.250.71.63,Russia,Mac,Chrome,2FA,1,38.48,0,17,0
user_11,2023-12-11 17:19:10,202.91.54.118,Australia,Android,Edge,Password,1,66.5,0,17,0
user_4,2023-12-11 17:23:54,179.102.229.10,Brazil,Windows,Safari,Password,1,433.68,0,17,0
user_3,2023-12-11 17:49:37,37.144.43.183,USA,Android,Chrome,Password,1,26.01,0,17,0
user_1,2023-12-11 17:51:12,160.186.68.213,Australia,Android,Safari,Password,1,115.53,0,17,0
user_3,2023-12-11 17:54:47,187.115.214.18,Brazil,Mac,Brave,2FA,1,226.44,0,17,0
user_15,2023-12-11 17:56:03,199.112.179.196,USA,Android,Chrome,SSO,1,130.67,0,17,0
user_36,2023-12-11 17:57:57,54.141.240.136,UAE,Linux,Chrome,Password,1,359.85,0,17,0
user_3,2023-12-11 17:58:56,134.252.189.83,Japan,Android,Firefox,Password,1,476.22,0,17,0
user_9,2023-12-11 18:09:51,91.86.153.71,Japan,Linux,Firefox,Password,1,173.65,0,18,0
user_21,2023-12-11 18:11:28,192.40.163.92,India,Windows,Firefox,SSO,1,56.84,0,18,0
user_1,2023-12-11 18:17:48,187.31.241.167,Australia,Mac,Brave,Password,1,412.01,0,18,0
user_46,2023-12-11 18:31:50,98.132.21.32,Brazil,Mac,Chrome,Password,1,28.76,0,18,0
user_27,2023-12-11 18:48:52,139.96.208.76,India,Windows,Safari,Password,1,419.35,0,18,0
user_39,2023-12-11 19:04:36,191.171.33.156,Russia,Android,Chrome,Password,1,847.44,0,19,0
user_9,2023-12-11 19:14:54,68.147.151.35,Japan,Windows,Firefox,2FA,1,62.49,0,19,0
user_23,2023-12-11 19:23:22,109.189.107.254,Russia,Windows,Safari,Password,1,205.25,0,19,0
user_5,2023-12-11 19:26:16,34.40.60.84,Brazil,iPhone,Firefox,Password,1,592.49,0,19,0
user_4,2023-12-11 19:34:30,146.120.68.204,UAE,Linux,Chrome,Password,1,170.55,0,19,0
user_37,2023-12-11 19:58:23,221.189.19.21,Russia,UnknownDeviceX,UnknownBrowserY,2FA,1,383.48,1,19,0
user_29,2023-12-11 20:08:04,192.0.65.216,USA,Windows,Safari,Biometric,1,439.58,0,20,0
user_47,2023-12-11 20:20:50,73.32.121.17,Germany,Windows,Chrome,SSO,1,1205.88,0,20,0
user_7,2023-12-11 20:26:37,198.79.24.82,USA,Android,Brave,Biometric,1,242.13,0,20,0
user_24,2023-12-11 20:29:03,156.240.4.170,India,Linux,Brave,SSO,1,12.13,0,20,0
user_9,2023-12-11 20:41:44,7.133.180.128,Australia,Android,Firefox,Password,1,147.29,0,20,0
user_50,2023-12-11 20:47:55,52.128.52.139,Japan,Mac,Firefox,Password,1,847.97,0,20,0
